dimension,frequency,pct
mri_emb_41,50,1.0
mri_emb_410,50,1.0
mri_emb_412,50,1.0
mri_emb_413,50,1.0
mri_emb_415,50,1.0
mri_emb_417,50,1.0
mri_emb_42,50,1.0
mri_emb_420,50,1.0
mri_emb_422,50,1.0
mri_emb_424,50,1.0
mri_emb_427,50,1.0
mri_emb_428,50,1.0
mri_emb_429,50,1.0
mri_emb_43,50,1.0
mri_emb_430,50,1.0
mri_emb_431,50,1.0
mri_emb_432,50,1.0
mri_emb_433,50,1.0
mri_emb_434,50,1.0
mri_emb_435,50,1.0
mri_emb_437,50,1.0
mri_emb_438,50,1.0
mri_emb_439,50,1.0
mri_emb_440,50,1.0
mri_emb_441,50,1.0
mri_emb_443,50,1.0
mri_emb_447,50,1.0
mri_emb_448,50,1.0
mri_emb_449,50,1.0
mri_emb_45,50,1.0
mri_emb_450,50,1.0
mri_emb_451,50,1.0
mri_emb_452,50,1.0
mri_emb_455,50,1.0
mri_emb_456,50,1.0
mri_emb_457,50,1.0
mri_emb_459,50,1.0
mri_emb_46,50,1.0
mri_emb_460,50,1.0
mri_emb_462,50,1.0
mri_emb_465,50,1.0
mri_emb_466,50,1.0
mri_emb_468,50,1.0
mri_emb_469,50,1.0
mri_emb_471,50,1.0
mri_emb_473,50,1.0
mri_emb_475,50,1.0
mri_emb_48,50,1.0
mri_emb_480,50,1.0
mri_emb_481,50,1.0
mri_emb_483,50,1.0
mri_emb_484,50,1.0
mri_emb_486,50,1.0
mri_emb_487,50,1.0
mri_emb_488,50,1.0
mri_emb_489,50,1.0
mri_emb_49,50,1.0
mri_emb_490,50,1.0
mri_emb_491,50,1.0
mri_emb_493,50,1.0
mri_emb_494,50,1.0
mri_emb_495,50,1.0
mri_emb_499,50,1.0
mri_emb_5,50,1.0
mri_emb_50,50,1.0
mri_emb_500,50,1.0
mri_emb_501,50,1.0
mri_emb_503,50,1.0
mri_emb_505,50,1.0
mri_emb_508,50,1.0
mri_emb_509,50,1.0
mri_emb_51,50,1.0
mri_emb_510,50,1.0
mri_emb_515,50,1.0
mri_emb_521,50,1.0
mri_emb_525,50,1.0
mri_emb_533,50,1.0
mri_emb_535,50,1.0
mri_emb_539,50,1.0
mri_emb_54,50,1.0
mri_emb_546,50,1.0
mri_emb_55,50,1.0
mri_emb_552,50,1.0
mri_emb_553,50,1.0
mri_emb_561,50,1.0
mri_emb_562,50,1.0
mri_emb_567,50,1.0
mri_emb_578,50,1.0
mri_emb_581,50,1.0
mri_emb_584,50,1.0
mri_emb_585,50,1.0
mri_emb_587,50,1.0
mri_emb_588,50,1.0
mri_emb_59,50,1.0
mri_emb_594,50,1.0
mri_emb_597,50,1.0
mri_emb_598,50,1.0
mri_emb_60,50,1.0
mri_emb_600,50,1.0
mri_emb_611,50,1.0
mri_emb_614,50,1.0
mri_emb_617,50,1.0
mri_emb_618,50,1.0
mri_emb_62,50,1.0
mri_emb_621,50,1.0
mri_emb_622,50,1.0
mri_emb_623,50,1.0
mri_emb_626,50,1.0
mri_emb_63,50,1.0
mri_emb_634,50,1.0
mri_emb_635,50,1.0
mri_emb_636,50,1.0
mri_emb_638,50,1.0
mri_emb_64,50,1.0
mri_emb_642,50,1.0
mri_emb_646,50,1.0
mri_emb_647,50,1.0
mri_emb_649,50,1.0
mri_emb_65,50,1.0
mri_emb_653,50,1.0
mri_emb_655,50,1.0
mri_emb_656,50,1.0
mri_emb_658,50,1.0
mri_emb_659,50,1.0
mri_emb_66,50,1.0
mri_emb_666,50,1.0
mri_emb_67,50,1.0
mri_emb_670,50,1.0
mri_emb_672,50,1.0
mri_emb_675,50,1.0
mri_emb_677,50,1.0
mri_emb_689,50,1.0
mri_emb_690,50,1.0
mri_emb_691,50,1.0
mri_emb_695,50,1.0
mri_emb_699,50,1.0
mri_emb_70,50,1.0
mri_emb_700,50,1.0
mri_emb_701,50,1.0
mri_emb_705,50,1.0
mri_emb_708,50,1.0
mri_emb_71,50,1.0
mri_emb_710,50,1.0
mri_emb_711,50,1.0
mri_emb_712,50,1.0
mri_emb_716,50,1.0
mri_emb_72,50,1.0
mri_emb_721,50,1.0
mri_emb_722,50,1.0
mri_emb_725,50,1.0
mri_emb_727,50,1.0
mri_emb_729,50,1.0
mri_emb_73,50,1.0
mri_emb_730,50,1.0
mri_emb_739,50,1.0
mri_emb_741,50,1.0
mri_emb_746,50,1.0
mri_emb_749,50,1.0
mri_emb_75,50,1.0
mri_emb_752,50,1.0
mri_emb_759,50,1.0
mri_emb_76,50,1.0
mri_emb_767,50,1.0
mri_emb_774,50,1.0
mri_emb_776,50,1.0
mri_emb_777,50,1.0
mri_emb_779,50,1.0
mri_emb_784,50,1.0
mri_emb_785,50,1.0
mri_emb_788,50,1.0
mri_emb_79,50,1.0
mri_emb_8,50,1.0
mri_emb_800,50,1.0
mri_emb_801,50,1.0
mri_emb_802,50,1.0
mri_emb_803,50,1.0
mri_emb_81,50,1.0
mri_emb_811,50,1.0
mri_emb_812,50,1.0
mri_emb_817,50,1.0
mri_emb_818,50,1.0
mri_emb_82,50,1.0
mri_emb_824,50,1.0
mri_emb_827,50,1.0
mri_emb_829,50,1.0
mri_emb_830,50,1.0
mri_emb_832,50,1.0
mri_emb_836,50,1.0
mri_emb_849,50,1.0
mri_emb_85,50,1.0
mri_emb_850,50,1.0
mri_emb_851,50,1.0
mri_emb_854,50,1.0
mri_emb_856,50,1.0
mri_emb_857,50,1.0
mri_emb_86,50,1.0
mri_emb_863,50,1.0
mri_emb_865,50,1.0
mri_emb_868,50,1.0
mri_emb_87,50,1.0
mri_emb_873,50,1.0
mri_emb_88,50,1.0
mri_emb_886,50,1.0
mri_emb_887,50,1.0
mri_emb_89,50,1.0
mri_emb_890,50,1.0
mri_emb_893,50,1.0
mri_emb_9,50,1.0
mri_emb_900,50,1.0
mri_emb_902,50,1.0
mri_emb_916,50,1.0
mri_emb_922,50,1.0
mri_emb_927,50,1.0
mri_emb_929,50,1.0
mri_emb_93,50,1.0
mri_emb_932,50,1.0
mri_emb_939,50,1.0
mri_emb_94,50,1.0
mri_emb_942,50,1.0
mri_emb_946,50,1.0
mri_emb_95,50,1.0
mri_emb_950,50,1.0
mri_emb_952,50,1.0
mri_emb_955,50,1.0
mri_emb_959,50,1.0
mri_emb_960,50,1.0
mri_emb_962,50,1.0
mri_emb_97,50,1.0
mri_emb_978,50,1.0
mri_emb_980,50,1.0
mri_emb_983,50,1.0
mri_emb_989,50,1.0
mri_emb_99,50,1.0
mri_emb_995,50,1.0
mri_emb_996,50,1.0
mri_emb_999,50,1.0
mri_emb_170,49,0.98
mri_emb_186,49,0.98
mri_emb_211,49,0.98
mri_emb_22,49,0.98
mri_emb_265,49,0.98
mri_emb_366,49,0.98
mri_emb_367,49,0.98
mri_emb_382,49,0.98
mri_emb_39,49,0.98
mri_emb_411,49,0.98
mri_emb_425,49,0.98
mri_emb_482,49,0.98
mri_emb_496,49,0.98
mri_emb_520,49,0.98
mri_emb_532,49,0.98
mri_emb_61,49,0.98
mri_emb_620,49,0.98
mri_emb_662,49,0.98
mri_emb_679,49,0.98
mri_emb_74,49,0.98
mri_emb_747,49,0.98
mri_emb_787,49,0.98
mri_emb_84,49,0.98
mri_emb_841,49,0.98
mri_emb_925,49,0.98
mri_emb_112,48,0.96
mri_emb_131,48,0.96
mri_emb_169,48,0.96
mri_emb_2,48,0.96
mri_emb_226,48,0.96
mri_emb_256,48,0.96
mri_emb_372,48,0.96
mri_emb_545,48,0.96
mri_emb_56,48,0.96
mri_emb_580,48,0.96
mri_emb_645,48,0.96
mri_emb_733,48,0.96
mri_emb_80,48,0.96
mri_emb_807,48,0.96
mri_emb_831,48,0.96
mri_emb_915,48,0.96
mri_emb_936,48,0.96
mri_emb_149,47,0.94
mri_emb_189,47,0.94
mri_emb_198,47,0.94
mri_emb_208,47,0.94
mri_emb_252,47,0.94
mri_emb_370,47,0.94
mri_emb_374,47,0.94
mri_emb_38,47,0.94
mri_emb_544,47,0.94
mri_emb_453,47,0.94
mri_emb_884,47,0.94
mri_emb_316,46,0.92
mri_emb_37,46,0.92
mri_emb_436,46,0.92
mri_emb_606,46,0.92
mri_emb_69,46,0.92
mri_emb_815,46,0.92
mri_emb_819,46,0.92
mri_emb_860,46,0.92
mri_emb_1013,46,0.92
mri_emb_192,45,0.9
mri_emb_219,45,0.9
mri_emb_350,45,0.9
mri_emb_376,45,0.9
mri_emb_416,45,0.9
mri_emb_47,45,0.9
mri_emb_591,45,0.9
mri_emb_786,45,0.9
mri_emb_799,45,0.9
mri_emb_354,44,0.88
mri_emb_719,44,0.88
mri_emb_910,44,0.88
mri_emb_992,44,0.88
mri_emb_207,43,0.86
mri_emb_246,43,0.86
mri_emb_343,43,0.86
mri_emb_615,43,0.86
mri_emb_685,43,0.86
mri_emb_696,43,0.86
mri_emb_745,43,0.86
mri_emb_1017,42,0.84
mri_emb_35,42,0.84
mri_emb_504,42,0.84
mri_emb_641,42,0.84
mri_emb_798,42,0.84
mri_emb_855,42,0.84
mri_emb_244,41,0.82
mri_emb_258,41,0.82
mri_emb_44,41,0.82
mri_emb_859,41,0.82
mri_emb_1011,40,0.8
mri_emb_391,40,0.8
mri_emb_386,39,0.78
mri_emb_507,39,0.78
mri_emb_844,39,0.78
mri_emb_311,38,0.76
mri_emb_458,38,0.76
mri_emb_479,38,0.76
mri_emb_967,38,0.76
mri_emb_796,38,0.76
mri_emb_548,37,0.74
mri_emb_16,36,0.72
mri_emb_21,36,0.72
mri_emb_369,36,0.72
mri_emb_397,36,0.72
mri_emb_467,36,0.72
mri_emb_53,36,0.72
mri_emb_616,36,0.72
mri_emb_917,36,0.72
mri_emb_957,36,0.72
mri_emb_157,36,0.72
mri_emb_400,36,0.72
mri_emb_511,36,0.72
mri_emb_360,35,0.7
mri_emb_396,35,0.7
mri_emb_517,35,0.7
mri_emb_549,35,0.7
mri_emb_678,35,0.7
mri_emb_156,34,0.68
mri_emb_368,34,0.68
mri_emb_476,34,0.68
mri_emb_478,34,0.68
mri_emb_6,34,0.68
mri_emb_652,34,0.68
mri_emb_740,34,0.68
mri_emb_91,34,0.68
mri_emb_314,33,0.66
mri_emb_687,33,0.66
mri_emb_738,33,0.66
mri_emb_278,33,0.66
mri_emb_602,32,0.64
mri_emb_644,32,0.64
mri_emb_770,32,0.64
mri_emb_897,32,0.64
mri_emb_418,31,0.62
mri_emb_707,31,0.62
mri_emb_206,30,0.6
mri_emb_357,30,0.6
mri_emb_414,30,0.6
mri_emb_497,30,0.6
mri_emb_657,30,0.6
mri_emb_472,30,0.6
mri_emb_688,30,0.6
mri_emb_57,29,0.58
mri_emb_576,29,0.58
mri_emb_269,28,0.56
mri_emb_748,28,0.56
mri_emb_92,28,0.56
mri_emb_98,28,0.56
mri_emb_551,27,0.54
mri_emb_972,26,0.52
mri_emb_145,26,0.52
mri_emb_1018,25,0.5
mri_emb_17,25,0.5
mri_emb_502,25,0.5
mri_emb_583,25,0.5
mri_emb_648,25,0.5
mri_emb_513,24,0.48
mri_emb_120,24,0.48
mri_emb_625,24,0.48
mri_emb_214,23,0.46
mri_emb_660,23,0.46
mri_emb_872,22,0.44
mri_emb_543,22,0.44
mri_emb_781,22,0.44
mri_emb_876,21,0.42
mri_emb_820,21,0.42
mri_emb_364,21,0.42
mri_emb_257,19,0.38
mri_emb_292,19,0.38
mri_emb_341,19,0.38
mri_emb_1,19,0.38
mri_emb_629,19,0.38
mri_emb_250,19,0.38
mri_emb_949,18,0.36
mri_emb_326,18,0.36
mri_emb_426,18,0.36
mri_emb_590,18,0.36
mri_emb_385,18,0.36
mri_emb_934,18,0.36
mri_emb_241,17,0.34
mri_emb_29,17,0.34
mri_emb_506,17,0.34
mri_emb_383,17,0.34
mri_emb_569,17,0.34
mri_emb_304,16,0.32
mri_emb_555,16,0.32
mri_emb_77,16,0.32
mri_emb_904,16,0.32
mri_emb_923,16,0.32
mri_emb_905,16,0.32
mri_emb_988,16,0.32
mri_emb_485,15,0.3
mri_emb_760,15,0.3
mri_emb_608,15,0.3
mri_emb_395,15,0.3
mri_emb_0,14,0.28
mri_emb_301,14,0.28
mri_emb_470,14,0.28
mri_emb_7,14,0.28
mri_emb_570,14,0.28
mri_emb_492,14,0.28
mri_emb_864,14,0.28
mri_emb_253,14,0.28
mri_emb_322,13,0.26
mri_emb_592,13,0.26
mri_emb_931,13,0.26
mri_emb_944,13,0.26
mri_emb_964,13,0.26
mri_emb_998,13,0.26
mri_emb_228,13,0.26
mri_emb_461,13,0.26
mri_emb_780,12,0.24
mri_emb_979,12,0.24
mri_emb_556,12,0.24
mri_emb_765,12,0.24
mri_emb_528,12,0.24
mri_emb_107,11,0.22
mri_emb_78,11,0.22
mri_emb_406,11,0.22
mri_emb_171,11,0.22
mri_emb_813,11,0.22
mri_emb_474,11,0.22
mri_emb_408,10,0.2
mri_emb_524,10,0.2
mri_emb_848,10,0.2
mri_emb_834,10,0.2
mri_emb_271,10,0.2
mri_emb_823,10,0.2
mri_emb_399,10,0.2
mri_emb_464,9,0.18
mri_emb_589,9,0.18
mri_emb_753,9,0.18
mri_emb_918,9,0.18
mri_emb_928,9,0.18
mri_emb_769,9,0.18
mri_emb_792,9,0.18
mri_emb_113,8,0.16
mri_emb_838,8,0.16
mri_emb_280,8,0.16
mri_emb_325,8,0.16
mri_emb_953,8,0.16
mri_emb_181,8,0.16
mri_emb_862,8,0.16
mri_emb_239,8,0.16
mri_emb_270,8,0.16
mri_emb_903,8,0.16
mri_emb_10,8,0.16
mri_emb_560,8,0.16
mri_emb_935,7,0.14
mri_emb_281,7,0.14
mri_emb_195,7,0.14
mri_emb_392,7,0.14
mri_emb_274,7,0.14
mri_emb_463,7,0.14
mri_emb_775,7,0.14
mri_emb_205,7,0.14
mri_emb_477,7,0.14
mri_emb_445,7,0.14
mri_emb_58,7,0.14
mri_emb_816,7,0.14
mri_emb_990,7,0.14
mri_emb_874,6,0.12
mri_emb_101,6,0.12
mri_emb_958,6,0.12
mri_emb_619,6,0.12
mri_emb_684,6,0.12
mri_emb_789,6,0.12
mri_emb_523,6,0.12
mri_emb_683,6,0.12
mri_emb_994,6,0.12
mri_emb_161,6,0.12
mri_emb_527,6,0.12
mri_emb_3,6,0.12
mri_emb_736,6,0.12
mri_emb_83,6,0.12
mri_emb_806,6,0.12
mri_emb_912,6,0.12
mri_emb_444,6,0.12
mri_emb_907,6,0.12
mri_emb_522,6,0.12
mri_emb_693,6,0.12
mri_emb_982,6,0.12
mri_emb_423,6,0.12
mri_emb_526,6,0.12
mri_emb_669,5,0.1
mri_emb_285,5,0.1
mri_emb_1023,5,0.1
mri_emb_566,5,0.1
mri_emb_921,5,0.1
mri_emb_875,5,0.1
mri_emb_933,5,0.1
mri_emb_909,5,0.1
mri_emb_940,5,0.1
mri_emb_709,4,0.08
mri_emb_793,4,0.08
mri_emb_26,4,0.08
mri_emb_756,4,0.08
mri_emb_172,4,0.08
mri_emb_809,4,0.08
mri_emb_1014,4,0.08
mri_emb_970,4,0.08
mri_emb_888,4,0.08
mri_emb_930,4,0.08
mri_emb_991,4,0.08
mri_emb_90,4,0.08
mri_emb_612,3,0.06
mri_emb_694,3,0.06
mri_emb_976,3,0.06
mri_emb_837,3,0.06
mri_emb_362,3,0.06
mri_emb_96,3,0.06
mri_emb_194,3,0.06
mri_emb_595,3,0.06
mri_emb_926,3,0.06
mri_emb_956,3,0.06
mri_emb_866,3,0.06
mri_emb_575,3,0.06
mri_emb_965,2,0.04
mri_emb_668,2,0.04
mri_emb_898,2,0.04
mri_emb_973,2,0.04
mri_emb_804,2,0.04
mri_emb_197,2,0.04
mri_emb_389,2,0.04
mri_emb_643,2,0.04
mri_emb_717,2,0.04
mri_emb_737,2,0.04
mri_emb_421,2,0.04
mri_emb_726,2,0.04
mri_emb_718,2,0.04
mri_emb_565,2,0.04
mri_emb_512,2,0.04
mri_emb_783,2,0.04
mri_emb_880,2,0.04
mri_emb_948,2,0.04
mri_emb_853,2,0.04
mri_emb_277,2,0.04
mri_emb_1019,2,0.04
mri_emb_610,2,0.04
mri_emb_720,2,0.04
mri_emb_724,2,0.04
mri_emb_249,2,0.04
mri_emb_613,2,0.04
mri_emb_568,2,0.04
mri_emb_12,2,0.04
mri_emb_911,2,0.04
mri_emb_212,2,0.04
mri_emb_761,2,0.04
mri_emb_732,2,0.04
mri_emb_529,2,0.04
mri_emb_920,2,0.04
mri_emb_593,2,0.04
mri_emb_881,2,0.04
mri_emb_632,1,0.02
mri_emb_882,1,0.02
mri_emb_938,1,0.02
mri_emb_586,1,0.02
mri_emb_573,1,0.02
mri_emb_260,1,0.02
mri_emb_790,1,0.02
mri_emb_498,1,0.02
mri_emb_808,1,0.02
mri_emb_654,1,0.02
mri_emb_713,1,0.02
mri_emb_419,1,0.02
mri_emb_603,1,0.02
mri_emb_514,1,0.02
mri_emb_15,1,0.02
mri_emb_762,1,0.02
mri_emb_937,1,0.02
mri_emb_879,1,0.02
mri_emb_599,1,0.02
mri_emb_825,1,0.02
mri_emb_758,1,0.02
mri_emb_187,1,0.02
mri_emb_826,1,0.02
mri_emb_821,1,0.02
mri_emb_1010,1,0.02
mri_emb_1004,1,0.02
mri_emb_340,1,0.02
mri_emb_557,1,0.02
mri_emb_734,1,0.02
mri_emb_743,1,0.02
mri_emb_516,1,0.02
mri_emb_538,1,0.02
mri_emb_518,1,0.02
mri_emb_530,1,0.02
mri_emb_751,1,0.02
mri_emb_731,1,0.02
mri_emb_852,1,0.02
mri_emb_954,1,0.02
mri_emb_914,1,0.02
mri_emb_454,1,0.02
mri_emb_894,1,0.02
