dimension,frequency,pct
mri_emb_1000,50,1.0
mri_emb_1005,50,1.0
mri_emb_102,50,1.0
mri_emb_1020,50,1.0
mri_emb_1022,50,1.0
mri_emb_103,50,1.0
mri_emb_104,50,1.0
mri_emb_105,50,1.0
mri_emb_106,50,1.0
mri_emb_108,50,1.0
mri_emb_11,50,1.0
mri_emb_110,50,1.0
mri_emb_114,50,1.0
mri_emb_116,50,1.0
mri_emb_118,50,1.0
mri_emb_119,50,1.0
mri_emb_122,50,1.0
mri_emb_123,50,1.0
mri_emb_124,50,1.0
mri_emb_125,50,1.0
mri_emb_129,50,1.0
mri_emb_13,50,1.0
mri_emb_132,50,1.0
mri_emb_133,50,1.0
mri_emb_134,50,1.0
mri_emb_137,50,1.0
mri_emb_140,50,1.0
mri_emb_141,50,1.0
mri_emb_143,50,1.0
mri_emb_146,50,1.0
mri_emb_148,50,1.0
mri_emb_150,50,1.0
mri_emb_154,50,1.0
mri_emb_155,50,1.0
mri_emb_162,50,1.0
mri_emb_163,50,1.0
mri_emb_165,50,1.0
mri_emb_166,50,1.0
mri_emb_167,50,1.0
mri_emb_168,50,1.0
mri_emb_173,50,1.0
mri_emb_175,50,1.0
mri_emb_177,50,1.0
mri_emb_179,50,1.0
mri_emb_18,50,1.0
mri_emb_180,50,1.0
mri_emb_183,50,1.0
mri_emb_184,50,1.0
mri_emb_188,50,1.0
mri_emb_19,50,1.0
mri_emb_193,50,1.0
mri_emb_196,50,1.0
mri_emb_199,50,1.0
mri_emb_20,50,1.0
mri_emb_200,50,1.0
mri_emb_201,50,1.0
mri_emb_204,50,1.0
mri_emb_209,50,1.0
mri_emb_210,50,1.0
mri_emb_215,50,1.0
mri_emb_217,50,1.0
mri_emb_218,50,1.0
mri_emb_223,50,1.0
mri_emb_227,50,1.0
mri_emb_23,50,1.0
mri_emb_235,50,1.0
mri_emb_237,50,1.0
mri_emb_238,50,1.0
mri_emb_24,50,1.0
mri_emb_247,50,1.0
mri_emb_255,50,1.0
mri_emb_264,50,1.0
mri_emb_268,50,1.0
mri_emb_27,50,1.0
mri_emb_273,50,1.0
mri_emb_275,50,1.0
mri_emb_276,50,1.0
mri_emb_279,50,1.0
mri_emb_283,50,1.0
mri_emb_284,50,1.0
mri_emb_287,50,1.0
mri_emb_288,50,1.0
mri_emb_289,50,1.0
mri_emb_290,50,1.0
mri_emb_291,50,1.0
mri_emb_293,50,1.0
mri_emb_295,50,1.0
mri_emb_299,50,1.0
mri_emb_300,50,1.0
mri_emb_303,50,1.0
mri_emb_306,50,1.0
mri_emb_312,50,1.0
mri_emb_315,50,1.0
mri_emb_317,50,1.0
mri_emb_318,50,1.0
mri_emb_319,50,1.0
mri_emb_32,50,1.0
mri_emb_320,50,1.0
mri_emb_321,50,1.0
mri_emb_323,50,1.0
mri_emb_324,50,1.0
mri_emb_328,50,1.0
mri_emb_329,50,1.0
mri_emb_330,50,1.0
mri_emb_331,50,1.0
mri_emb_332,50,1.0
mri_emb_334,50,1.0
mri_emb_338,50,1.0
mri_emb_339,50,1.0
mri_emb_342,50,1.0
mri_emb_344,50,1.0
mri_emb_345,50,1.0
mri_emb_348,50,1.0
mri_emb_349,50,1.0
mri_emb_351,50,1.0
mri_emb_352,50,1.0
mri_emb_353,50,1.0
mri_emb_356,50,1.0
mri_emb_36,50,1.0
mri_emb_375,50,1.0
mri_emb_377,50,1.0
mri_emb_379,50,1.0
mri_emb_381,50,1.0
mri_emb_387,50,1.0
mri_emb_398,50,1.0
mri_emb_4,50,1.0
mri_emb_40,50,1.0
mri_emb_404,50,1.0
mri_emb_405,50,1.0
mri_emb_41,50,1.0
mri_emb_410,50,1.0
mri_emb_413,50,1.0
mri_emb_415,50,1.0
mri_emb_417,50,1.0
mri_emb_420,50,1.0
mri_emb_422,50,1.0
mri_emb_424,50,1.0
mri_emb_427,50,1.0
mri_emb_428,50,1.0
mri_emb_430,50,1.0
mri_emb_431,50,1.0
mri_emb_432,50,1.0
mri_emb_437,50,1.0
mri_emb_438,50,1.0
mri_emb_440,50,1.0
mri_emb_441,50,1.0
mri_emb_443,50,1.0
mri_emb_447,50,1.0
mri_emb_448,50,1.0
mri_emb_450,50,1.0
mri_emb_452,50,1.0
mri_emb_459,50,1.0
mri_emb_460,50,1.0
mri_emb_466,50,1.0
mri_emb_468,50,1.0
mri_emb_471,50,1.0
mri_emb_475,50,1.0
mri_emb_48,50,1.0
mri_emb_480,50,1.0
mri_emb_483,50,1.0
mri_emb_484,50,1.0
mri_emb_486,50,1.0
mri_emb_487,50,1.0
mri_emb_488,50,1.0
mri_emb_489,50,1.0
mri_emb_49,50,1.0
mri_emb_493,50,1.0
mri_emb_495,50,1.0
mri_emb_5,50,1.0
mri_emb_50,50,1.0
mri_emb_500,50,1.0
mri_emb_503,50,1.0
mri_emb_510,50,1.0
mri_emb_533,50,1.0
mri_emb_54,50,1.0
mri_emb_552,50,1.0
mri_emb_561,50,1.0
mri_emb_578,50,1.0
mri_emb_587,50,1.0
mri_emb_588,50,1.0
mri_emb_594,50,1.0
mri_emb_598,50,1.0
mri_emb_60,50,1.0
mri_emb_618,50,1.0
mri_emb_63,50,1.0
mri_emb_64,50,1.0
mri_emb_642,50,1.0
mri_emb_647,50,1.0
mri_emb_649,50,1.0
mri_emb_65,50,1.0
mri_emb_655,50,1.0
mri_emb_656,50,1.0
mri_emb_659,50,1.0
mri_emb_66,50,1.0
mri_emb_695,50,1.0
mri_emb_71,50,1.0
mri_emb_710,50,1.0
mri_emb_72,50,1.0
mri_emb_729,50,1.0
mri_emb_73,50,1.0
mri_emb_749,50,1.0
mri_emb_75,50,1.0
mri_emb_76,50,1.0
mri_emb_776,50,1.0
mri_emb_779,50,1.0
mri_emb_784,50,1.0
mri_emb_79,50,1.0
mri_emb_8,50,1.0
mri_emb_800,50,1.0
mri_emb_801,50,1.0
mri_emb_803,50,1.0
mri_emb_81,50,1.0
mri_emb_812,50,1.0
mri_emb_817,50,1.0
mri_emb_829,50,1.0
mri_emb_85,50,1.0
mri_emb_854,50,1.0
mri_emb_856,50,1.0
mri_emb_857,50,1.0
mri_emb_86,50,1.0
mri_emb_873,50,1.0
mri_emb_88,50,1.0
mri_emb_9,50,1.0
mri_emb_922,50,1.0
mri_emb_932,50,1.0
mri_emb_94,50,1.0
mri_emb_946,50,1.0
mri_emb_955,50,1.0
mri_emb_97,50,1.0
mri_emb_980,50,1.0
mri_emb_983,50,1.0
mri_emb_99,50,1.0
mri_emb_999,50,1.0
mri_emb_109,49,0.98
mri_emb_117,49,0.98
mri_emb_176,49,0.98
mri_emb_178,49,0.98
mri_emb_191,49,0.98
mri_emb_222,49,0.98
mri_emb_262,49,0.98
mri_emb_28,49,0.98
mri_emb_30,49,0.98
mri_emb_310,49,0.98
mri_emb_337,49,0.98
mri_emb_361,49,0.98
mri_emb_373,49,0.98
mri_emb_433,49,0.98
mri_emb_451,49,0.98
mri_emb_455,49,0.98
mri_emb_469,49,0.98
mri_emb_509,49,0.98
mri_emb_567,49,0.98
mri_emb_581,49,0.98
mri_emb_722,49,0.98
mri_emb_741,49,0.98
mri_emb_811,49,0.98
mri_emb_865,49,0.98
mri_emb_93,49,0.98
mri_emb_942,49,0.98
mri_emb_95,49,0.98
mri_emb_138,48,0.96
mri_emb_213,48,0.96
mri_emb_221,48,0.96
mri_emb_272,48,0.96
mri_emb_296,48,0.96
mri_emb_336,48,0.96
mri_emb_380,48,0.96
mri_emb_409,48,0.96
mri_emb_43,48,0.96
mri_emb_45,48,0.96
mri_emb_456,48,0.96
mri_emb_465,48,0.96
mri_emb_74,48,0.96
mri_emb_886,48,0.96
mri_emb_851,48,0.96
mri_emb_226,47,0.94
mri_emb_378,47,0.94
mri_emb_388,47,0.94
